VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,charge_freq
WA1VABGE4M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,1
WA1VABGE4N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1VABGE5K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,16
WA1VABGE5N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
WA1VABGE5P,Wa,2023,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VABGE6K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,19
WA1VABGE6M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,2
WA1VABGE6N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WA1VABGE7K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,20
WA1VABGE7M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,1
WA1VABGE7N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1VABGE7P,Wa,2023,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1VABGE8K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,8
WA1VABGE8M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,2
WA1VABGE8N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1VABGE9K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,19
WA1VABGE9N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WA1VABGEXK,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,13
WA1VABGEXM,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,3
WA1VABGEXN,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1VCBGE4N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VCBGE5N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VCBGE6N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1VCBGE9N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAU8HAF86L,Wa,2020,Audi,A8 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,0,1
WAU8HAF88L,Wa,2020,Audi,A8 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,0,1
WAU8HAF89L,Wa,2020,Audi,A8 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,0,1
WAUAHBFW0N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUAHBFW1N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUAHBFW2N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUAHBFW4N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WAUAHBFW5N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUAHBFW7N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUAHBFW8N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUAHBFWXN,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUBHBFW0N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUBHBFW9N,Wa,2022,Audi,Rs e-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUCJBFW6N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WAUCJBFW7N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUCJBFW8N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUCJBFW9N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WAUCJBFWXN,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WAUDJBFW1N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUDJBFW2N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUEJBFW0N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WAUEJBFW1N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WAUEJBFW2N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WAUEJBFW3N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUEJBFW4N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WAUEJBFW5N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,8
WAUEJBFW6N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
WAUEJBFW7N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUEJBFW8N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUEJBFW9N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WAUEJBFWXN,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
WAUFJBFW0N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUFJBFW1N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUFJBFW2N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUFJBFW4N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WAUFJBFW5N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUFJBFW6N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUFJBFW8N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WAUFJBFW9N,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
WAUFJBFWXN,Wa,2022,Audi,E-tron gt,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WAUMPBFF8G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF0G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUSPBFF0H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF0J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUSPBFF1G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUSPBFF1H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUSPBFF1J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUSPBFF2G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFF2H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF2J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF3G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFF3H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFF3J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFF4G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUSPBFF4H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFF4J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUSPBFF5H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF5J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF6G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF6H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF6J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,5
WAUSPBFF7G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUSPBFF7H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFF7J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUSPBFF8H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFF8J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFF9G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUSPBFF9H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUSPBFF9J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUSPBFFXG,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUSPBFFXH,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,2
WAUTPBF20M,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,1
WAUTPBF21M,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,1
WAUTPBF22M,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,1
WAUTPBF26M,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,1
WAUTPBF27M,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,2
WAUTPBF28M,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,2
WAUTPBF2XM,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,1
WAUTPBFF0G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,8
WAUTPBFF0H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUTPBFF0J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,10
WAUTPBFF1G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,5
WAUTPBFF1H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,10
WAUTPBFF1J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,5
WAUTPBFF2G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,13
WAUTPBFF2H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUTPBFF2J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUTPBFF3G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,15
WAUTPBFF3H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUTPBFF3J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,11
WAUTPBFF4G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUTPBFF4H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUTPBFF4J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUTPBFF5G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,12
WAUTPBFF5H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUTPBFF5J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUTPBFF6G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUTPBFF6H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,8
WAUTPBFF6J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUTPBFF7G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUTPBFF7H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,12
WAUTPBFF7J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUTPBFF8G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUTPBFF8H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,11
WAUTPBFF8J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,12
WAUTPBFF9G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,10
WAUTPBFF9H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,8
WAUTPBFF9J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUTPBFFXG,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUTPBFFXH,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,16
WAUTPBFFXJ,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,8
WAUUPBFF0G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUUPBFF0H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUUPBFF0J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUUPBFF1G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,5
WAUUPBFF1H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUUPBFF1J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUUPBFF2G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUUPBFF2H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUUPBFF2J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUUPBFF3G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUUPBFF3H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUUPBFF3J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,11
WAUUPBFF4G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUUPBFF4H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,9
WAUUPBFF4J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUUPBFF5G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUUPBFF5H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUUPBFF5J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUUPBFF6G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,12
WAUUPBFF6H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUUPBFF6J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,5
WAUUPBFF7G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUUPBFF7H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUUPBFF7J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUUPBFF8G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUUPBFF8H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUUPBFF8J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUUPBFF9G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,7
WAUUPBFF9H,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUUPBFF9J,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,8
WAUUPBFFXG,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,6
WAUUPBFFXH,Wa,2017,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,4
WAUUPBFFXJ,Wa,2018,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,8
WAUVPBF21M,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,1
WAUVPBF2XM,Wa,2021,Audi,A7,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,24,0,1
WAUVPBFF0G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,5
WAUVPBFF1G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUVPBFF2G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUVPBFF3G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUVPBFF5G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WAUVPBFF6G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,3
WAUVPBFF9G,Wa,2016,Audi,A3,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,16,0,1
WB523CF00N,Wa,2022,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,12
WB523CF01N,Wa,2022,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,12
WB523CF01P,Wa,2023,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WB523CF02N,Wa,2022,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,12
WB523CF02P,Wa,2023,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WB523CF03N,Wa,2022,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,11
WB523CF03P,Wa,2023,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WB523CF04N,Wa,2022,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,12
WB523CF04P,Wa,2023,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WB523CF05N,Wa,2022,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,13
WB523CF05P,Wa,2023,Bmw,Ix,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
